INFO:BiLSTMAgent:Using 0.6 of the dataset.
INFO:BiLSTMAgent:Fold number 0
INFO:BiLSTMAgent:Training epoch 0 | loss: 0.68559 - accuracy: 0.59429
INFO:BiLSTMAgent:Validating epoch 0 | loss: 0.65165 - accuracy: 0.78496
INFO:BiLSTMAgent:Training epoch 1 | loss: 0.56968 - accuracy: 0.79394
INFO:BiLSTMAgent:Validating epoch 1 | loss: 0.49055 - accuracy: 0.82215
INFO:BiLSTMAgent:Training epoch 2 | loss: 0.50461 - accuracy: 0.80683
INFO:BiLSTMAgent:Validating epoch 2 | loss: 0.47835 - accuracy: 0.827
INFO:BiLSTMAgent:Training epoch 3 | loss: 0.46639 - accuracy: 0.8429
INFO:BiLSTMAgent:Validating epoch 3 | loss: 0.4553 - accuracy: 0.85934
INFO:BiLSTMAgent:Training epoch 4 | loss: 0.45297 - accuracy: 0.85678
INFO:BiLSTMAgent:Validating epoch 4 | loss: 0.44849 - accuracy: 0.86338
INFO:BiLSTMAgent:Training epoch 5 | loss: 0.44322 - accuracy: 0.86631
INFO:BiLSTMAgent:Validating epoch 5 | loss: 0.43409 - accuracy: 0.87106
INFO:BiLSTMAgent:Training epoch 6 | loss: 0.43656 - accuracy: 0.87278
INFO:BiLSTMAgent:Validating epoch 6 | loss: 0.43478 - accuracy: 0.87833
INFO:BiLSTMAgent:Training epoch 7 | loss: 0.43044 - accuracy: 0.87947
INFO:BiLSTMAgent:Validating epoch 7 | loss: 0.42747 - accuracy: 0.87914
INFO:BiLSTMAgent:Training epoch 8 | loss: 0.42858 - accuracy: 0.88163
INFO:BiLSTMAgent:Validating epoch 8 | loss: 0.42575 - accuracy: 0.88763
INFO:BiLSTMAgent:Training epoch 9 | loss: 0.42053 - accuracy: 0.88949
INFO:BiLSTMAgent:Validating epoch 9 | loss: 0.42096 - accuracy: 0.89046
INFO:BiLSTMAgent:Training epoch 10 | loss: 0.41961 - accuracy: 0.89115
INFO:BiLSTMAgent:Validating epoch 10 | loss: 0.42452 - accuracy: 0.88036
INFO:BiLSTMAgent:Training epoch 11 | loss: 0.41702 - accuracy: 0.89308
INFO:BiLSTMAgent:Validating epoch 11 | loss: 0.40851 - accuracy: 0.89854
INFO:BiLSTMAgent:Training epoch 12 | loss: 0.41054 - accuracy: 0.89951
INFO:BiLSTMAgent:Validating epoch 12 | loss: 0.40909 - accuracy: 0.90218
INFO:BiLSTMAgent:Training epoch 13 | loss: 0.40537 - accuracy: 0.90512
INFO:BiLSTMAgent:Validating epoch 13 | loss: 0.41225 - accuracy: 0.89976
INFO:BiLSTMAgent:Training epoch 14 | loss: 0.40059 - accuracy: 0.90957
INFO:BiLSTMAgent:Validating epoch 14 | loss: 0.40924 - accuracy: 0.90218
INFO:BiLSTMAgent:Training epoch 15 | loss: 0.39841 - accuracy: 0.9124
INFO:BiLSTMAgent:Validating epoch 15 | loss: 0.41187 - accuracy: 0.89895
INFO:BiLSTMAgent:Training epoch 16 | loss: 0.40222 - accuracy: 0.90876
INFO:BiLSTMAgent:Validating epoch 16 | loss: 0.39938 - accuracy: 0.90986
INFO:BiLSTMAgent:Training epoch 17 | loss: 0.40138 - accuracy: 0.90912
INFO:BiLSTMAgent:Validating epoch 17 | loss: 0.40529 - accuracy: 0.90501
INFO:BiLSTMAgent:Training epoch 18 | loss: 0.39222 - accuracy: 0.919
INFO:BiLSTMAgent:Validating epoch 18 | loss: 0.39954 - accuracy: 0.91269
INFO:BiLSTMAgent:Training epoch 19 | loss: 0.39058 - accuracy: 0.92075
INFO:BiLSTMAgent:Validating epoch 19 | loss: 0.40845 - accuracy: 0.89976
INFO:BiLSTMAgent:Training epoch 20 | loss: 0.3882 - accuracy: 0.9239
INFO:BiLSTMAgent:Validating epoch 20 | loss: 0.398 - accuracy: 0.9139
INFO:BiLSTMAgent:Training epoch 21 | loss: 0.39027 - accuracy: 0.92107
INFO:BiLSTMAgent:Validating epoch 21 | loss: 0.40923 - accuracy: 0.90299
INFO:BiLSTMAgent:Training epoch 22 | loss: 0.38487 - accuracy: 0.92642
INFO:BiLSTMAgent:Validating epoch 22 | loss: 0.39777 - accuracy: 0.90825
INFO:BiLSTMAgent:Training epoch 23 | loss: 0.38517 - accuracy: 0.92583
INFO:BiLSTMAgent:Validating epoch 23 | loss: 0.39611 - accuracy: 0.91593
INFO:BiLSTMAgent:Training epoch 24 | loss: 0.38071 - accuracy: 0.93064
INFO:BiLSTMAgent:Validating epoch 24 | loss: 0.39186 - accuracy: 0.92118
INFO:BiLSTMAgent:Training epoch 25 | loss: 0.37593 - accuracy: 0.93612
INFO:BiLSTMAgent:Validating epoch 25 | loss: 0.39349 - accuracy: 0.91633
INFO:BiLSTMAgent:Training epoch 26 | loss: 0.37856 - accuracy: 0.93315
INFO:BiLSTMAgent:Validating epoch 26 | loss: 0.38824 - accuracy: 0.91835
INFO:BiLSTMAgent:Training epoch 27 | loss: 0.37551 - accuracy: 0.93661
INFO:BiLSTMAgent:Validating epoch 27 | loss: 0.39051 - accuracy: 0.92118
INFO:BiLSTMAgent:Training epoch 28 | loss: 0.3744 - accuracy: 0.93729
INFO:BiLSTMAgent:Validating epoch 28 | loss: 0.38467 - accuracy: 0.92239
INFO:BiLSTMAgent:Training epoch 29 | loss: 0.37336 - accuracy: 0.9385
INFO:BiLSTMAgent:Validating epoch 29 | loss: 0.38797 - accuracy: 0.92078
INFO:BiLSTMAgent:Training epoch 30 | loss: 0.37335 - accuracy: 0.93836
INFO:BiLSTMAgent:Validating epoch 30 | loss: 0.38338 - accuracy: 0.92563
INFO:BiLSTMAgent:Training epoch 31 | loss: 0.36966 - accuracy: 0.94227
INFO:BiLSTMAgent:Validating epoch 31 | loss: 0.38687 - accuracy: 0.92239
INFO:BiLSTMAgent:Training epoch 32 | loss: 0.37121 - accuracy: 0.94084
INFO:BiLSTMAgent:Validating epoch 32 | loss: 0.3816 - accuracy: 0.92724
INFO:BiLSTMAgent:Training epoch 33 | loss: 0.37006 - accuracy: 0.94205
INFO:BiLSTMAgent:Validating epoch 33 | loss: 0.38476 - accuracy: 0.92724
INFO:BiLSTMAgent:Training epoch 34 | loss: 0.36835 - accuracy: 0.94385
INFO:BiLSTMAgent:Validating epoch 34 | loss: 0.38841 - accuracy: 0.92441
INFO:BiLSTMAgent:Training epoch 35 | loss: 0.36887 - accuracy: 0.94353
INFO:BiLSTMAgent:Validating epoch 35 | loss: 0.39218 - accuracy: 0.91673
