INFO:BiLSTMAgent:Using 0.05 of the dataset.
INFO:BiLSTMAgent:Fold number 0
INFO:BiLSTMAgent:Training epoch 0 | loss: 0.69379 - accuracy: 0.49973
INFO:BiLSTMAgent:Validating epoch 0 | loss: 0.69313 - accuracy: 0.49758
INFO:BiLSTMAgent:Training epoch 1 | loss: 0.69279 - accuracy: 0.50027
INFO:BiLSTMAgent:Validating epoch 1 | loss: 0.6922 - accuracy: 0.49758
INFO:BiLSTMAgent:Training epoch 2 | loss: 0.69197 - accuracy: 0.50351
INFO:BiLSTMAgent:Validating epoch 2 | loss: 0.69136 - accuracy: 0.49758
INFO:BiLSTMAgent:Training epoch 3 | loss: 0.69107 - accuracy: 0.53913
INFO:BiLSTMAgent:Validating epoch 3 | loss: 0.69003 - accuracy: 0.58454
INFO:BiLSTMAgent:Training epoch 4 | loss: 0.68991 - accuracy: 0.5796
INFO:BiLSTMAgent:Validating epoch 4 | loss: 0.68833 - accuracy: 0.63285
INFO:BiLSTMAgent:Training epoch 5 | loss: 0.68802 - accuracy: 0.61738
INFO:BiLSTMAgent:Validating epoch 5 | loss: 0.68598 - accuracy: 0.64734
INFO:BiLSTMAgent:Training epoch 6 | loss: 0.68548 - accuracy: 0.62439
INFO:BiLSTMAgent:Validating epoch 6 | loss: 0.68209 - accuracy: 0.68116
INFO:BiLSTMAgent:Training epoch 7 | loss: 0.68119 - accuracy: 0.65461
INFO:BiLSTMAgent:Validating epoch 7 | loss: 0.67592 - accuracy: 0.72464
INFO:BiLSTMAgent:Training epoch 8 | loss: 0.67566 - accuracy: 0.71074
INFO:BiLSTMAgent:Validating epoch 8 | loss: 0.66703 - accuracy: 0.76812
INFO:BiLSTMAgent:Training epoch 9 | loss: 0.66661 - accuracy: 0.73934
INFO:BiLSTMAgent:Validating epoch 9 | loss: 0.65479 - accuracy: 0.76329
INFO:BiLSTMAgent:Training epoch 10 | loss: 0.65445 - accuracy: 0.76039
INFO:BiLSTMAgent:Validating epoch 10 | loss: 0.63906 - accuracy: 0.75845
INFO:BiLSTMAgent:Training epoch 11 | loss: 0.63834 - accuracy: 0.77766
INFO:BiLSTMAgent:Validating epoch 11 | loss: 0.61761 - accuracy: 0.76812
INFO:BiLSTMAgent:Training epoch 12 | loss: 0.61668 - accuracy: 0.79115
INFO:BiLSTMAgent:Validating epoch 12 | loss: 0.59596 - accuracy: 0.77778
INFO:BiLSTMAgent:Training epoch 13 | loss: 0.5907 - accuracy: 0.7987
INFO:BiLSTMAgent:Validating epoch 13 | loss: 0.57128 - accuracy: 0.78744
INFO:BiLSTMAgent:Training epoch 14 | loss: 0.56775 - accuracy: 0.80734
INFO:BiLSTMAgent:Validating epoch 14 | loss: 0.55923 - accuracy: 0.77778
INFO:BiLSTMAgent:Training epoch 15 | loss: 0.5474 - accuracy: 0.81543
INFO:BiLSTMAgent:Validating epoch 15 | loss: 0.51752 - accuracy: 0.82609
INFO:BiLSTMAgent:Training epoch 16 | loss: 0.52062 - accuracy: 0.83108
INFO:BiLSTMAgent:Validating epoch 16 | loss: 0.50492 - accuracy: 0.82126
INFO:BiLSTMAgent:Training epoch 17 | loss: 0.49838 - accuracy: 0.84134
INFO:BiLSTMAgent:Validating epoch 17 | loss: 0.52479 - accuracy: 0.79227
INFO:BiLSTMAgent:Training epoch 18 | loss: 0.48861 - accuracy: 0.83864
INFO:BiLSTMAgent:Validating epoch 18 | loss: 0.48765 - accuracy: 0.83575
INFO:BiLSTMAgent:Training epoch 19 | loss: 0.48431 - accuracy: 0.8381
INFO:BiLSTMAgent:Validating epoch 19 | loss: 0.49566 - accuracy: 0.82126
INFO:BiLSTMAgent:Training epoch 20 | loss: 0.47674 - accuracy: 0.84674
INFO:BiLSTMAgent:Validating epoch 20 | loss: 0.5012 - accuracy: 0.81159
INFO:BiLSTMAgent:Training epoch 21 | loss: 0.46014 - accuracy: 0.85753
INFO:BiLSTMAgent:Validating epoch 21 | loss: 0.49782 - accuracy: 0.81643
INFO:BiLSTMAgent:Training epoch 22 | loss: 0.47606 - accuracy: 0.83486
INFO:BiLSTMAgent:Validating epoch 22 | loss: 0.49019 - accuracy: 0.82126
INFO:BiLSTMAgent:Training epoch 23 | loss: 0.45009 - accuracy: 0.86023
INFO:BiLSTMAgent:Validating epoch 23 | loss: 0.49909 - accuracy: 0.80676
INFO:BiLSTMAgent:Training epoch 24 | loss: 0.44332 - accuracy: 0.86886
INFO:BiLSTMAgent:Validating epoch 24 | loss: 0.46995 - accuracy: 0.84058
INFO:BiLSTMAgent:Training epoch 25 | loss: 0.43849 - accuracy: 0.8748
INFO:BiLSTMAgent:Validating epoch 25 | loss: 0.48426 - accuracy: 0.82126
INFO:BiLSTMAgent:Training epoch 26 | loss: 0.43213 - accuracy: 0.87965
INFO:BiLSTMAgent:Validating epoch 26 | loss: 0.46218 - accuracy: 0.84058
INFO:BiLSTMAgent:Training epoch 27 | loss: 0.43212 - accuracy: 0.87911
INFO:BiLSTMAgent:Validating epoch 27 | loss: 0.46957 - accuracy: 0.83575
INFO:BiLSTMAgent:Training epoch 28 | loss: 0.42885 - accuracy: 0.88667
INFO:BiLSTMAgent:Validating epoch 28 | loss: 0.45979 - accuracy: 0.85507
INFO:BiLSTMAgent:Training epoch 29 | loss: 0.42194 - accuracy: 0.89099
INFO:BiLSTMAgent:Validating epoch 29 | loss: 0.45602 - accuracy: 0.85507
INFO:BiLSTMAgent:Training epoch 30 | loss: 0.42138 - accuracy: 0.89315
INFO:BiLSTMAgent:Validating epoch 30 | loss: 0.46993 - accuracy: 0.84541
INFO:BiLSTMAgent:Training epoch 31 | loss: 0.41955 - accuracy: 0.89315
INFO:BiLSTMAgent:Validating epoch 31 | loss: 0.45314 - accuracy: 0.8599
INFO:BiLSTMAgent:Training epoch 32 | loss: 0.41688 - accuracy: 0.89854
INFO:BiLSTMAgent:Validating epoch 32 | loss: 0.46233 - accuracy: 0.85024
INFO:BiLSTMAgent:Training epoch 33 | loss: 0.41717 - accuracy: 0.898
INFO:BiLSTMAgent:Validating epoch 33 | loss: 0.45865 - accuracy: 0.85024
INFO:BiLSTMAgent:Training epoch 34 | loss: 0.41364 - accuracy: 0.9007
INFO:BiLSTMAgent:Validating epoch 34 | loss: 0.44791 - accuracy: 0.86473
INFO:BiLSTMAgent:Training epoch 35 | loss: 0.41118 - accuracy: 0.90124
INFO:BiLSTMAgent:Validating epoch 35 | loss: 0.45801 - accuracy: 0.85507
INFO:BiLSTMAgent:Training epoch 36 | loss: 0.4072 - accuracy: 0.90826
INFO:BiLSTMAgent:Validating epoch 36 | loss: 0.44145 - accuracy: 0.87923
INFO:BiLSTMAgent:Training epoch 37 | loss: 0.40542 - accuracy: 0.90772
INFO:BiLSTMAgent:Validating epoch 37 | loss: 0.454 - accuracy: 0.8599
INFO:BiLSTMAgent:Training epoch 38 | loss: 0.40818 - accuracy: 0.90394
INFO:BiLSTMAgent:Validating epoch 38 | loss: 0.45157 - accuracy: 0.8599
INFO:BiLSTMAgent:Training epoch 39 | loss: 0.40193 - accuracy: 0.91042
INFO:BiLSTMAgent:Validating epoch 39 | loss: 0.43367 - accuracy: 0.87923
INFO:BiLSTMAgent:Training epoch 40 | loss: 0.40596 - accuracy: 0.90286
INFO:BiLSTMAgent:Validating epoch 40 | loss: 0.46448 - accuracy: 0.85507
INFO:BiLSTMAgent:Training epoch 41 | loss: 0.40954 - accuracy: 0.90232
INFO:BiLSTMAgent:Validating epoch 41 | loss: 0.45054 - accuracy: 0.8599
INFO:BiLSTMAgent:Training epoch 42 | loss: 0.40113 - accuracy: 0.91203
INFO:BiLSTMAgent:Validating epoch 42 | loss: 0.44031 - accuracy: 0.86957
INFO:BiLSTMAgent:Stopped early with patience 5
INFO:BiLSTMAgent:Fold number 1
INFO:BiLSTMAgent:Training epoch 0 | loss: 0.69357 - accuracy: 0.50054
INFO:BiLSTMAgent:Validating epoch 0 | loss: 0.69267 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 1 | loss: 0.69255 - accuracy: 0.50162
INFO:BiLSTMAgent:Validating epoch 1 | loss: 0.69182 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 2 | loss: 0.69202 - accuracy: 0.50162
INFO:BiLSTMAgent:Validating epoch 2 | loss: 0.69079 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 3 | loss: 0.69098 - accuracy: 0.52589
