INFO:BiLSTMAgent:Using 0.02 of the dataset.
INFO:BiLSTMAgent:Fold number 0
INFO:BiLSTMAgent:Training epoch 0 | loss: 0.69606 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 0 | loss: 0.69535 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 1 | loss: 0.69557 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 1 | loss: 0.69481 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 2 | loss: 0.69483 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 2 | loss: 0.69431 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 3 | loss: 0.69427 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 3 | loss: 0.69393 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 4 | loss: 0.69396 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 4 | loss: 0.69358 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 5 | loss: 0.69381 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 5 | loss: 0.69336 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 6 | loss: 0.69333 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 6 | loss: 0.69311 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 7 | loss: 0.69323 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 7 | loss: 0.69282 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 8 | loss: 0.69251 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 8 | loss: 0.6925 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 9 | loss: 0.69245 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 9 | loss: 0.69203 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 10 | loss: 0.69159 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 10 | loss: 0.69144 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 11 | loss: 0.69151 - accuracy: 0.49932
INFO:BiLSTMAgent:Validating epoch 11 | loss: 0.69078 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 12 | loss: 0.69035 - accuracy: 0.50609
INFO:BiLSTMAgent:Validating epoch 12 | loss: 0.68994 - accuracy: 0.5
INFO:BiLSTMAgent:Training epoch 13 | loss: 0.68934 - accuracy: 0.5088
INFO:BiLSTMAgent:Validating epoch 13 | loss: 0.68892 - accuracy: 0.5
